Score,Summary,Text,Sentiment,Cleaned_Text
5,so yummy in a smoothie,"These taste really great in smoothies! They add a creamy texture and a bit of a nutty flavor. What a great way to add protein to a veggie diet! Love them. They arrived fresh and packed nicely. If I ever run out of my 3 lb, I will order again from this seller.",positive,tast realli great smoothi add creami textur bit nutti flavor great way add protein veggi diet love arriv fresh pack nice ever run order seller
5,Almost as good as pay day!,"I bought the jumbo-size bars and love being able to help myself to one at home whenever I'm in the mood.  It's that combination of sweet caramel center and salty, crunchy peanut coating that does it for me.  The boxful arrived promptly and the contents were fresh and delicious, but since every bar is wrapped in plastic, they stay fresh too.  Really a fun buy.",positive,bought jumbos bar love abl help one home whenev mood combin sweet caramel center salti crunchi peanut coat box arriv promptli content fresh delici sinc everi bar wrap plastic stay fresh realli fun buy
5,excellent product,"We love Crystal Light Fruit Punch.  Granted, this is a LARGE amount of punch but works great when mixed in a very large container.  Nice price.",positive,love crystal light fruit punch grant larg amount punch work great mix larg contain nice price
5,Nutiva,"I have been using Nutiva coconut oil for over a year now and I love this product, the texture, the taste.. Wonderful and light and delicious ... I have tried other brands but they have a funny after taste. I substitute coconut oil for all my cooking and baking if I can.. I use half and half with butter to cut down the cholesterol but still get a buttery taste, I float a teaspoon on my hot chocolate for quick morning energy (divine) .. I pop the pop corn in my ""whirly pop"" machine... YUMMY.",positive,use nutiva coconut oil year love product textur tast wonder light delici tri brand funni tast substitut coconut oil cook bake use half half butter cut cholesterol still get butteri tast float teaspoon hot chocol quick morn energi divin pop pop corn whirli pop machin yummi
5,Never leave home w/o it !,I bought this online because I couldn't find it anywhere in the stores.  The packets are easy to use and I keep several in each purse so they're always at hand.  They spruce up the H2O in my water bottles and can even keep the tab at a restaurant a bit lower (if you dare !!!) lol,positive,bought onlin couldnt find anywher store packet easi use keep sever purs theyr alway hand spruce water bottl even keep tab restaur bit lower dare lol
5,Great for diabetics,"I bought this because I'm a type 2 diabetic on Byetta.  I use it on my oatmeal and on fresh grapefruit.  I havent used it on anything else yet, but I plan to try it when I bake some granola.  Its very sweet with no aftertaste.  It also doesnt affect my blood sugar.  Great stuff.",positive,bought type diabet byetta use oatmeal fresh grapefruit havent use anyth els yet plan tri bake granola sweet aftertast also doesnt affect blood sugar great stuff
5,AWESOME alternative to refined sugar,"Absolutely the way to go if you're cutting refined sugar.  Low glycemic index, tastes like sugar, great for diabetics.",positive,absolut way your cut refin sugar low glycem index tast like sugar great diabet
5,Tastes Great!,"I absolutely love this product and most of the flavors.  It is not sold in stores by me any longer, so was delighted to find it here.  Much better than the same type of drink sold by the other big name company's.",positive,absolut love product flavor sold store longer delight find much better type drink sold big name compani
5,Totally addictive,"I almost do not want to purchase Green and Black chocolate as I cannot stop at one piece but devour the entire bar.  ALL their chocolate has this effect on me but particularly this almond one as the almonds are whole, not pieces, and the chocolate is SO SMOOTH that it truly melts in your mouth.  I consider it health food as it has almonds, right.",positive,almost want purchas green black chocol stop one piec devour entir bar chocol effect particularli almond one almond whole piec chocol smooth truli melt mouth consid health food almond right
5,Old Boy's Easy Bacalo,"I am the family butcher who at home, salt-cures and smokes the bacons, hams and variety meats for my family and a few friends.<br />This Salt Cured Cod was bought online again, as this Cod is not on my grocer's shelf.<br /><br />A simple man's recipe;<br />Rinse 1/2 the cod, then with a sturdy knife, cut the cod into polite size pieces.<br />In a large bowl, cover the cod with water and refrigerate. Change water and turn cod twice daily, until you soak out enough salt, taste the salt level after 4th water change.<br /><br />In a large skillet, melt a stick of butter.<br />Drain a jar of roasted sweet peppers and cut into polite size pieces.<br />Add cod and peppers to the warm skillet.<br />Bring to slow simmer for 10 minutes.<br /><br />Serve with jasmine rice or a baguette type bread.<br />Leftovers reheat quite well.",positive,famili butcher home saltcur smoke bacon ham varieti meat famili friendsthi salt cure cod bought onlin cod grocer shelfa simpl man reciperins cod sturdi knife cut cod polit size piecesin larg bowl cover cod water refriger chang water turn cod twice daili soak enough salt tast salt level water changein larg skillet melt stick butterdrain jar roast sweet pepper cut polit size piecesadd cod pepper warm skilletbr slow simmer minutesserv jasmin rice baguett type breadleftov reheat quit well
